,pov6
3190,1
18223,1
3512,1
10711,1
2161,2
4973,3
9037,1
13828,1
2917,3
17151,1
5857,1
2403,1
14972,1
52,1
16887,1
14757,2
14141,1
13774,1
15121,1
12177,1
17081,1
2706,1
1388,1
8061,1
7939,1
642,1
7512,2
12067,1
13026,1
6203,1
17056,1
5351,2
5973,1
14863,2
5423,2
13899,1
8898,1
15792,2
3455,1
1744,2
5542,1
1812,1
17276,1
1173,3
6047,2
14606,1
18372,1
4164,2
15448,1
9946,1
7467,1
4254,1
9528,1
6038,1
14474,1
5682,1
14645,1
5302,1
1314,2
10544,1
16580,1
8003,1
15913,2
5580,1
2575,1
1053,1
3890,1
10755,1
9397,1
9850,2
4209,4
3230,2
10747,1
6906,1
14440,1
16507,1
14636,1
807,1
12671,2
11796,1
8829,1
12922,1
2571,1
7011,1
10306,1
11333,1
17171,1
5831,1
10140,1
4963,1
5626,1
17696,1
15927,1
10914,1
14672,1
10770,1
733,1
15934,1
13881,1
5944,1
13344,1
9290,1
3696,1
5224,1
14989,1
7983,1
2125,2
7950,1
11200,1
10813,1
17571,1
15283,1
9585,1
3619,1
6572,1
14471,1
6667,1
12220,1
15855,1
13523,1
2648,1
2222,1
8090,1
16873,1
7110,1
18198,1
265,1
18000,1
6638,2
3544,1
15703,1
11469,1
16600,1
1013,1
2760,1
15298,1
4604,2
3497,1
14690,1
14118,1
1452,2
6079,2
7273,2
7757,1
8234,5
4087,2
6528,1
16691,1
4921,1
15045,2
13490,1
4848,1
17330,1
3575,1
341,1
13451,1
14705,1
13487,1
16581,1
12657,1
4121,2
17047,1
2217,2
17827,1
9563,2
7462,1
17271,2
5447,1
14489,1
1379,1
7796,1
12943,1
14760,2
12818,1
1038,1
4420,1
5441,1
5417,1
2416,1
4709,1
15903,1
9584,1
10938,1
3988,2
4464,1
7277,3
12038,1
11438,3
1311,1
3701,1
14414,1
2793,1
10805,2
7995,1
15356,1
6759,1
7204,1
303,1
14266,1
15680,1
9273,1
9736,1
10831,1
17242,1
16587,1
2769,2
17607,1
4331,2
11030,1
13695,1
16966,1
10894,2
10517,1
4671,1
12016,1
3908,1
13336,1
7591,6
6261,2
8094,1
16822,1
2124,1
14464,1
17787,2
5078,1
6226,1
9191,1
4236,1
2699,1
13100,3
2669,1
6727,1
15524,1
13103,1
16298,2
15761,3
13256,2
14356,1
9104,1
10745,1
12658,1
16866,1
13382,1
9764,1
3821,1
248,2
17925,1
10409,2
12596,1
16713,1
17102,1
14547,1
15666,2
7475,1
7529,1
13981,1
5143,1
14607,1
17934,1
2084,1
14335,1
2455,1
8021,1
14567,3
9943,2
6115,1
7770,1
13138,1
8308,1
13214,1
6911,1
15525,1
6964,1
8688,1
130,1
6098,2
347,1
468,1
2805,2
11124,1
6741,1
10821,1
17301,1
811,1
3789,1
2153,4
11944,1
10273,1
2133,1
6041,2
12341,1
14875,2
4015,1
712,1
9747,3
7511,2
13704,1
15350,1
7405,1
7952,1
12989,2
10396,1
15128,1
6994,2
6877,1
8659,1
3766,1
10098,1
9845,1
12562,1
8071,2
3237,1
5363,1
9740,1
12346,1
12219,1
3186,4
14801,1
10478,1
10463,1
15076,1
12677,2
13557,1
5394,1
1827,4
18036,1
2257,1
17138,1
45,1
18120,1
1673,6
1349,1
12051,6
16264,1
15719,1
243,1
16410,2
12144,2
17976,1
8552,2
16467,1
4708,1
10145,1
6988,1
2586,1
16412,2
1546,2
7619,2
17654,1
4116,1
7837,4
14888,1
13986,2
2118,5
4129,1
17416,2
14943,1
13660,1
14152,2
4238,2
9326,1
2848,1
1748,2
13632,1
14813,1
18108,1
16667,1
11688,1
1073,1
6815,1
9774,1
4229,2
7241,1
9792,1
6276,1
13827,1
15990,1
8133,1
2708,1
17576,1
4400,1
14772,2
9691,1
16160,1
3503,1
5829,1
3355,1
2436,1
1583,1
15586,1
17652,2
6179,1
8006,1
3149,1
8114,1
9923,1
11239,1
16514,1
14558,1
5470,3
16074,1
6117,1
9363,3
11363,2
11888,1
2473,2
9973,2
16989,1
874,2
2879,1
7075,1
14894,1
10853,1
18126,1
11947,1
16055,1
12075,1
2039,3
6101,2
18289,1
17493,1
1231,1
13482,1
9150,2
14286,1
6332,1
18062,1
4631,1
10559,2
13731,1
2050,1
8963,1
7025,1
6100,2
7448,1
11171,1
16562,1
368,1
15231,1
16910,1
13624,1
11495,1
13034,1
12246,1
310,1
9443,1
14460,1
12283,1
2773,1
10785,2
3629,2
13123,1
4907,1
17931,1
5498,2
10749,1
3428,2
11876,1
1912,1
17805,1
14388,1
11445,1
7947,2
13074,1
7097,1
14548,1
9811,1
4023,1
4513,1
7599,1
13184,1
10572,1
4324,1
5974,1
9641,1
7069,2
15207,1
3573,1
13474,1
1697,1
14410,1
15947,1
7440,1
9954,2
10066,1
3527,1
17744,1
978,1
8710,1
12806,1
16218,1
2654,1
18288,1
6599,1
12679,1
835,2
7554,1
919,2
17488,2
17636,2
12606,5
3887,1
8774,5
16915,6
16405,2
16830,2
12444,1
14643,1
4284,1
3140,3
3596,2
8601,1
11817,2
9909,1
16630,1
14058,1
8370,1
4731,1
6811,1
8985,1
5226,1
12339,1
3298,1
380,1
7843,2
13784,1
3670,2
17547,1
4045,2
7913,3
13277,1
503,1
9972,1
5252,2
7363,1
596,2
7659,1
11478,1
7505,2
9620,1
10574,1
15815,1
14563,1
8014,1
3916,1
12187,1
5613,1
12597,1
17111,1
526,6
16725,2
9480,1
14703,1
10555,2
7164,1
2914,2
15597,1
8322,1
7389,1
2777,6
488,1
16877,1
4629,1
5289,2
10772,2
14449,1
1800,2
16371,1
14915,2
9039,1
7768,1
7576,1
16917,1
3374,2
12457,6
15919,6
381,1
10581,1
1489,1
12426,1
16648,1
10076,1
6688,6
16172,1
8643,1
1169,1
10826,1
14450,1
18048,2
7984,1
1323,2
12822,1
9622,1
1868,1
10053,1
11931,1
15336,1
17851,1
5291,1
496,1
4242,1
514,2
7326,6
11196,1
10976,2
952,1
2201,4
17054,1
11160,1
10181,1
17686,1
13882,1
11814,2
7515,3
11254,1
14202,1
4972,3
13376,1
17906,2
7477,1
13016,1
11653,1
3261,5
9228,1
2490,1
1017,1
10731,1
4933,2
1154,3
5836,2
13622,1
11587,1
15697,3
1494,1
3799,1
758,1
13116,1
585,1
8483,1
15078,1
4618,1
16141,1
6987,1
15238,1
13966,1
5699,1
9558,3
5815,1
17739,1
13218,2
14764,2
10713,1
10738,1
16880,1
2707,1
9613,1
324,1
7034,1
17651,1
939,1
622,2
245,1
8434,1
11047,2
18165,2
2172,2
321,2
958,1
14845,2
14127,2
8836,1
1568,1
8856,1
9175,1
3935,1
2186,1
9849,2
16927,1
5731,1
15503,1
13769,1
13626,1
11183,2
17992,1
9238,2
11489,1
2797,1
12830,2
8191,2
17643,1
9246,1
17095,2
8624,1
17694,2
7656,5
971,1
7528,1
5531,5
17143,1
538,1
1543,1
3635,1
12234,1
920,1
7305,6
10701,2
8327,2
10459,2
1819,1
10917,1
16772,1
15717,1
13805,2
806,2
5752,1
14296,1
11795,1
686,2
36,1
4059,2
11245,2
17998,2
10136,2
16089,2
7927,1
18273,1
9546,1
17864,1
1978,1
15884,1
2693,1
4170,1
13440,1
16079,1
6586,3
7218,1
2128,2
13992,1
1665,1
6036,1
9837,1
5545,2
7081,2
5661,1
8706,1
14281,1
3667,1
13677,5
10257,1
7221,1
18055,1
14907,1
6384,1
2823,2
16424,1
4038,2
357,1
13169,2
14580,1
9357,4
17241,2
1439,2
15775,1
17009,1
16696,1
12946,2
13222,1
12749,1
7633,1
8529,1
18357,1
9890,1
10985,2
18144,1
12645,1
6107,3
2727,2
9506,3
8754,1
16198,1
4768,1
17446,1
11956,1
16375,1
18082,2
11769,2
14264,1
6183,1
5362,2
1048,4
17055,2
6216,1
1654,1
11789,2
13368,1
5649,2
12244,1
17123,1
5743,1
5986,1
14481,2
16743,1
13383,1
6247,1
5349,1
13409,1
7780,1
18043,1
15961,1
4131,1
5103,1
17018,1
3507,2
13394,1
13646,1
12406,1
11543,1
12550,1
11074,2
9412,1
7406,1
5533,2
1359,1
17838,2
4117,1
17554,1
17819,1
17398,1
7065,1
2615,1
3193,2
1327,1
16227,1
3470,1
7484,1
16626,1
3529,1
12883,1
680,1
14197,2
5947,1
85,1
10597,1
2208,1
4738,1
12277,1
1767,1
5431,1
11856,1
9471,1
3396,1
10301,1
14694,1
15399,1
890,1
1596,1
10206,1
505,1
12756,1
11398,3
14768,2
16262,1
11284,1
3864,1
2087,1
13901,1
15379,2
10295,1
5732,1
13389,1
5061,2
10371,1
7904,1
10384,1
15653,1
97,1
15265,1
2497,2
8621,1
3912,1
4537,2
13065,1
4691,1
1776,1
12837,2
14855,2
114,1
656,2
5522,1
17375,1
3704,2
4758,3
8122,1
17348,2
11475,1
22,1
7410,1
11020,1
8700,1
4815,1
6598,1
1755,1
5382,1
14018,1
14774,4
1006,3
645,1
9646,1
14512,2
10899,1
655,1
8915,1
17038,1
15101,1
5893,1
9685,1
6220,1
351,1
14160,1
3735,1
10099,1
9006,6
7148,1
17531,1
3121,1
14151,1
9252,1
7210,1
5895,1
1151,1
1698,1
5175,1
12105,1
10272,1
2861,1
2144,1
5644,1
17975,1
11959,2
16454,1
414,1
14227,1
10885,1
7465,1
15464,1
1432,2
14834,1
18006,1
6793,1
12667,1
1450,1
4650,1
5207,5
7122,1
3578,1
8104,2
15017,1
946,4
6233,1
17489,2
6067,1
14966,2
7366,1
14878,1
1060,1
16490,1
5745,1
1008,1
13957,1
411,1
7345,1
15756,1
3201,2
3981,1
15845,1
4643,1
15129,2
9842,1
12037,1
11616,1
14685,2
17266,1
387,1
15988,1
3241,1
9785,6
9230,1
10122,1
17468,2
10407,1
12116,1
1930,1
10276,6
10307,1
16675,2
12343,6
3175,1
9280,1
7800,1
10056,3
4130,1
17671,2
6355,1
15334,1
10688,1
6481,1
7118,1
18252,1
7106,2
3925,1
11779,2
5324,1
3419,1
6662,1
214,1
15827,2
7867,4
2535,2
7603,1
12887,2
9727,2
11684,1
13094,1
4181,2
15679,1
10324,1
1291,1
4380,1
18080,1
776,1
3859,1
5015,2
16447,1
15302,1
5930,1
4067,1
11054,1
9315,1
10006,1
5104,1
3354,1
9796,1
10650,3
15637,1
4880,1
710,2
17058,1
4234,2
3746,2
16769,2
13121,1
16833,2
5819,1
12611,1
6174,1
9461,2
13220,2
5220,1
620,1
10521,1
12908,1
924,1
11762,1
10481,1
7420,3
16912,1
11510,1
16962,1
6478,1
17991,1
9804,1
6102,2
2750,1
3158,1
4593,1
7249,1
8134,1
487,1
8968,1
1040,2
185,1
10303,1
6922,1
3936,1
8219,1
10474,1
6840,1
281,1
794,2
10242,1
779,1
18323,1
17899,1
4115,1
555,1
13675,1
5044,1
2366,1
13534,6
10494,1
16901,1
4792,1
11776,2
13735,1
8366,1
9065,1
8981,1
14448,1
13447,1
6650,1
955,1
18225,1
5309,1
17298,1
8168,1
17342,1
13493,1
13426,1
15648,1
1436,4
16203,1
761,5
13625,1
1947,1
10629,2
5686,1
11580,1
11353,1
16411,1
2759,5
17790,1
10196,1
8949,1
7966,2
17962,1
3876,1
12368,1
73,1
7627,1
11102,1
7207,1
6360,1
6188,1
14447,1
8437,2
7678,1
8959,1
6217,1
1127,1
12831,1
7979,1
4589,1
11117,1
4561,1
12570,2
4730,1
4600,2
7755,1
11582,1
7166,1
3951,1
8807,1
8730,1
12932,1
10768,1
1134,1
13772,1
6707,2
6464,2
14298,2
17546,1
17792,2
10351,1
12363,1
8813,1
4401,1
4206,2
11566,1
37,1
7454,1
17579,2
11721,2
12490,1
10352,1
3493,1
17513,1
5858,1
11387,1
1724,1
449,1
3698,1
10231,1
5756,1
8903,1
2009,1
15254,2
18293,1
14505,1
15863,1
6647,1
18227,1
9915,2
5933,4
5051,2
2957,2
3225,1
12650,1
3838,1
1353,2
681,1
15662,1
16886,1
16523,4
8084,1
1215,1
74,1
17770,1
8032,3
1100,6
11627,1
17868,2
18377,1
17993,1
3787,1
9710,2
6493,1
4994,1
13093,1
12156,1
4158,2
13353,2
2579,2
12919,1
15216,2
1022,1
7835,1
1615,1
16100,1
11680,1
10864,1
12112,1
16471,1
11374,1
2656,1
8304,1
3709,1
15420,1
10898,1
12907,1
1499,1
7163,1
8948,1
6752,1
6287,1
15290,1
17002,1
14723,2
11081,1
1472,1
6356,1
760,1
12960,1
13179,2
1422,1
3435,1
9190,4
8229,1
1383,1
7469,1
8884,1
16037,1
14383,1
6380,1
9,1
5563,2
1106,1
10480,1
11639,1
14198,1
543,1
6169,1
11185,1
5641,1
2983,1
34,1
5393,1
12997,1
6148,1
12858,1
1477,1
8982,1
14087,1
4667,1
13231,1
9726,1
17776,1
10506,2
10851,1
2612,2
8907,1
979,2
1487,1
457,1
16305,1
8681,1
13457,1
11282,1
12324,1
3160,1
10499,1
6306,1
9380,1
9384,2
668,1
9448,1
13168,1
16269,1
832,1
9807,1
18376,5
7646,2
9351,1
9430,1
13897,1
4375,1
15106,1
1558,1
8756,1
12245,1
5275,1
5491,1
13817,3
7033,1
4864,1
5801,1
14591,1
12663,1
6373,1
6057,1
16777,1
13173,1
9414,1
11570,2
11750,1
3820,1
2054,1
11479,1
4786,1
17535,2
287,1
16427,1
8026,1
3601,1
5402,1
1331,1
5898,1
11922,1
13753,1
11749,3
6798,2
11559,3
6711,1
1144,2
8868,1
2865,1
342,1
2267,1
13304,1
2800,1
18205,2
14219,1
12224,1
11220,1
16628,1
16152,2
11262,1
6426,1
12337,1
1139,1
15626,1
1888,1
17244,1
13450,1
15594,1
9569,1
3668,1
12448,1
10165,1
16354,2
18100,1
4335,1
15684,2
5295,1
15951,3
16952,1
751,2
1832,2
8734,1
7059,1
6381,1
10781,1
10963,1
3021,2
14521,1
4922,2
988,1
17619,6
15608,1
6136,1
7488,1
13247,1
6821,1
7090,1
1986,1
100,1
3978,1
15560,1
8280,1
1656,1
10986,1
2038,1
3549,1
18148,1
10187,2
11720,1
2901,1
14251,1
6450,1
8955,1
5606,1
11137,2
1072,1
4406,1
15702,1
10093,1
6858,1
662,1
11624,1
13858,6
4622,1
15552,1
6039,1
17698,1
1240,1
15930,6
3938,1
4172,1
14787,1
7738,1
2209,1
3461,1
17466,1
11414,2
12685,1
7401,2
17541,1
6627,1
7072,2
202,1
16940,1
15495,1
814,1
8378,2
7071,2
13401,1
11114,1
7350,1
15418,1
11041,1
4094,2
10678,1
16659,1
5229,1
12784,1
12524,1
17467,1
12748,1
9418,1
8733,1
7058,1
17051,1
10545,1
10173,1
1771,1
2141,2
11410,1
5812,2
7688,1
11250,1
16182,1
7991,1
10013,2
15070,1
1931,2
17967,1
14739,4
16170,1
10401,1
12197,1
16088,1
5870,1
13507,2
5874,1
3411,1
4138,1
5668,1
1992,1
6739,1
11263,1
10621,1
4273,1
10012,1
513,1
14903,1
6479,1
13279,2
11614,1
3097,1
11846,3
15050,1
7114,1
16242,1
9711,2
5001,3
11028,1
16310,1
14010,1
5966,1
13792,1
3358,1
9753,1
3084,1
14106,2
5233,1
8576,2
3872,1
1325,1
5791,1
3508,1
15473,2
549,1
15279,2
14185,3
7445,1
14114,1
13228,1
6187,2
9325,1
11669,2
7181,1
10120,1
15008,1
13954,1
16657,1
3320,2
11209,1
1909,1
16770,1
8644,1
5508,1
9554,1
17433,1
141,1
2077,2
8033,1
16159,1
223,1
5276,1
13623,1
11862,1
6622,2
16539,2
6011,1
4895,2
96,1
11291,1
13292,1
17863,2
6110,1
3846,6
12090,1
9403,2
5842,1
2641,1
4054,1
6155,6
10604,1
12619,2
9464,1
584,1
132,1
8292,1
14167,1
10402,1
5376,1
3450,1
11997,1
15277,1
7582,1
14866,1
3879,2
6559,1
14716,1
1704,2
4514,1
2551,1
8794,1
13320,2
11583,1
9085,1
3088,1
3996,1
9551,1
15768,1
6679,3
4084,1
16786,1
289,1
9502,3
1988,1
6896,1
7681,1
14675,1
16206,2
12216,1
12231,1
10565,5
12400,5
7426,1
13070,2
13015,1
9728,2
10691,1
4762,1
5353,1
6955,1
13358,2
4557,3
12395,1
3371,1
5026,1
5592,1
10977,1
3758,1
2315,1
17269,1
9253,1
16114,1
9010,6
13392,1
14470,1
4099,2
18185,1
15873,1
10632,2
14307,1
14045,1
2949,2
17164,1
17953,2
9925,1
11773,1
9766,1
16836,2
14862,1
5938,2
11986,2
4378,1
14733,1
10171,1
3724,1
5356,1
16451,1
11307,2
17878,1
5383,1
18231,1
13554,1
11565,1
12982,1
15065,1
5523,1
16220,1
3501,1
7834,1
9532,1
10602,1
594,1
1553,1
2215,1
4885,1
13902,1
13811,2
10418,1
15932,1
4868,2
8472,2
14311,1
54,1
3682,1
1760,1
7057,1
2798,1
2952,2
10569,1
560,1
4424,1
5847,2
4248,2
8956,1
15584,1
72,1
10381,1
11700,2
5070,1
3156,4
10077,1
6595,2
564,1
14322,1
15998,2
3064,1
1372,1
4468,1
8154,2
16653,1
12631,1
8788,1
8717,1
8374,1
10089,1
13909,1
6129,1
876,1
8465,1
3480,1
15801,2
10015,2
15430,2
2081,2
9436,1
13273,2
13360,2
6996,1
2169,2
12492,1
2574,1
7600,1
4539,1
7497,1
6382,2
3365,1
10497,1
9903,1
13702,1
7083,2
15522,1
8930,1
3090,1
8210,1
15689,2
6694,1
9386,2
5946,1
2633,1
1178,1
4765,1
1802,2
10395,1
3905,1
16286,1
11759,1
3692,1
1131,1
9706,2
13199,1
435,2
2621,1
17495,1
279,1
2876,1
9686,2
12980,1
18091,1
12222,1
15804,1
3537,1
4392,1
1825,1
1376,1
11225,1
12484,2
13860,1
1098,1
11554,1
9950,2
10720,1
8931,1
11550,1
11279,1
11354,1
9156,1
11936,1
2065,1
8344,1
3035,1
1122,1
2017,1
10784,2
16546,2
12770,1
4112,2
17485,1
14275,1
9049,1
8001,3
5757,1
9258,6
7338,1
10728,1
14123,1
9675,1
7062,3
12316,1
3203,1
14929,1
14312,1
14736,2
13261,2
9815,1
13013,1
1671,2
8656,1
4757,3
13940,2
7898,3
6376,1
13017,1
15455,1
18024,1
3970,2
8478,1
7561,1
8149,2
8409,1
5259,1
2248,1
9023,1
6497,2
4413,1
10364,1
9271,1
13161,1
3012,1
17779,1
944,1
6035,2
9967,1
10125,1
17103,1
12897,1
889,1
14707,1
2357,1
9352,1
2692,1
6272,1
4967,1
1564,2
16247,2
5975,1
2891,1
6733,1
12721,1
172,6
12523,1
1896,2
13038,2
2413,1
16252,1
3243,1
10983,2
588,1
11235,2
6477,1
14385,1
12973,1
382,2
5149,1
11148,1
850,1
10391,2
13075,1
17668,2
17306,1
10971,2
5883,1
10843,1
6695,1
11563,2
5111,1
16346,1
771,2
16746,1
18075,1
9203,1
16665,1
2010,1
9401,1
9094,1
16835,2
7028,1
10944,1
4668,1
13323,2
18337,1
14597,1
4584,1
4703,1
15600,2
8513,1
11617,1
9752,1
6285,1
11397,2
12054,1
13275,2
180,1
7589,1
16826,2
14305,1
13395,1
2223,1
16590,2
10305,1
996,1
8826,1
3209,4
5265,5
1730,2
13313,1
3639,1
4139,2
12007,1
5785,1
4037,1
7536,1
9423,1
13640,1
2564,1
10774,1
2546,1
14535,1
5069,1
16793,5
17759,2
3744,1
5238,2
5697,1
8258,1
3259,4
6340,1
3163,2
16255,1
13857,1
16512,1
15352,1
10113,1
6521,1
1200,2
4735,1
5267,1
1684,1
1759,1
1051,1
16265,1
7967,1
323,2
15458,1
5784,1
10923,1
6977,1
266,1
12226,1
1641,1
1739,1
13807,2
3851,1
15516,2
8832,1
3776,2
12074,1
1964,1
15752,1
13365,1
9775,1
7506,1
9717,1
15032,1
15158,1
11395,2
18081,2
12468,1
11881,1
10049,1
7042,2
6544,1
4040,2
11716,2
1050,1
13573,3
13764,1
14829,1
6086,1
14237,1
15193,1
888,2
8314,1
3521,1
8790,1
350,1
16225,1
14917,1
5072,2
6388,1
15402,1
14394,2
13126,1
16322,1
10350,1
6242,1
6605,1
2326,1
10447,1
5638,2
16526,2
704,3
4997,1
15740,2
8514,1
858,3
14981,1
9808,1
8523,2
18358,1
16867,1
51,1
4952,2
9279,2
6801,1
3377,1
15499,1
13147,1
17575,1
14836,1
11719,1
14066,2
7731,1
12044,3
378,1
18178,5
3319,2
4940,2
4955,1
6328,1
2458,1
4300,1
3207,1
12630,1
4555,1
4496,1
16994,1
14443,1
14373,1
6513,1
11901,1
9018,1
224,1
2295,1
2522,1
13892,1
7840,1
6744,2
2471,6
15579,1
9029,1
2871,1
10108,1
18195,1
14049,1
4000,2
9061,1
7441,1
8691,1
16299,2
15054,2
3741,1
17354,1
7695,1
1979,1
1783,1
11923,2
9627,2
13408,1
5768,1
550,1
14420,1
2514,1
4764,1
2870,1
8025,2
4481,1
16288,1
1000,1
17226,1
1674,2
3134,1
13737,1
5591,1
12513,1
5314,1
4119,1
10376,2
789,1
10509,1
8401,2
13761,1
13879,1
15260,1
14065,2
7150,1
5749,1
8099,2
2560,1
6982,2
7978,1
17359,1
4908,1
7409,1
1792,1
5193,1
4866,2
3155,1
10674,2
809,2
10887,1
3085,6
13536,1
13664,1
9080,1
4919,1
1803,2
16479,1
15870,1
14495,1
16902,1
15047,1
5213,1
7608,3
2076,2
5797,1
11205,1
16303,1
13950,1
2160,1
12602,1
12352,1
10156,1
10767,1
15492,1
922,4
7127,1
2467,2
4835,2
14301,1
3570,2
4884,1
16549,1
13597,1
7054,1
7936,2
11259,1
17663,1
3014,4
4894,1
10061,1
6656,1
1636,1
1360,2
6943,1
18292,1
6710,1
3633,1
8228,1
12272,1
10956,1
13249,1
6209,2
14479,2
11275,4
11216,1
16094,1
13635,1
14099,1
17121,1
17848,2
17566,1
10254,1
1801,2
18077,1
10390,2
467,1
6534,1
16061,1
16148,1
1980,1
15841,2
6583,2
17528,1
17556,1
8067,1
14413,1
17753,2
12049,1
3948,2
10379,1
3240,3
16224,3
4440,1
1937,1
5146,1
13738,1
12684,1
16219,1
9244,1
3616,1
6176,1
9652,1
11461,2
13965,2
6294,2
11521,1
2415,1
2584,2
12750,2
6084,1
12035,1
10025,1
10724,1
15983,2
1065,2
14352,1
9548,1
12966,1
8932,1
14216,1
13356,2
10788,2
9810,1
5005,1
11384,1
9438,1
9897,1
8563,1
15655,1
1251,1
16144,2
917,1
8722,1
16742,1
8769,1
12801,1
5798,1
10832,1
15388,4
18332,1
15041,1
11042,1
16738,1
2434,1
6757,1
4534,2
5703,1
3714,1
15657,2
1218,1
4305,1
10751,1
3383,1
1254,1
14176,3
10097,1
3732,1
12494,2
10906,1
16415,1
8556,1
4672,1
18162,1
17378,1
12306,2
12047,1
3479,2
4522,1
6386,1
15508,1
10221,1
2937,1
117,1
13516,1
4996,1
3780,1
4843,1
8566,1
31,2
13364,1
9977,6
14928,1
10522,1
194,1
13789,1
6696,1
12938,1
2544,1
5800,1
17460,1
5866,1
17240,2
17631,1
1942,1
9302,1
12499,2
17548,6
11962,2
13978,2
4526,1
7230,1
8420,1
6927,1
319,1
1799,2
7785,1
11532,2
9560,2
5940,1
9051,1
4500,1
17392,1
2131,1
5887,2
4049,1
1989,1
14329,1
2893,1
4736,1
8740,2
246,1
9998,1
12240,1
3919,1
10124,1
15564,1
11450,1
17206,1
13005,1
6487,2
16304,3
1534,2
9349,1
2049,2
17314,2
12689,1
10685,1
1001,1
13890,1
2376,2
17926,1
884,1
7111,1
8990,1
17295,1
9490,1
15685,2
2424,1
2232,1
472,1
2857,1
495,1
13036,2
4179,1
5463,1
13091,1
6584,2
7395,1
16013,1
1434,1
14955,1
6185,1
16991,1
1026,4
8291,1
3672,1
556,2
10817,2
15716,1
17908,2
530,1
717,2
2394,1
3483,2
1398,2
11989,1
11831,2
10199,1
10589,1
15583,1
4491,1
4025,1
5313,1
6546,1
14854,1
13468,1
591,1
3420,1
7786,1
11107,1
12538,1
566,1
13386,1
4161,1
575,1
5543,1
9781,1
17839,1
2279,1
8763,1
2420,1
2977,2
16946,1
11827,1
15858,1
3830,1
9081,1
11483,1
11742,1
2063,1
5364,1
14378,1
3559,1
11434,1
7683,2
12028,1
14932,1
16987,1
4927,1
15571,1
3258,2
3112,3
4393,1
8878,1
4565,1
8667,3
16237,1
11092,1
6278,1
10134,1
7205,6
578,1
198,1
14026,1
2254,1
7101,2
15531,1
8510,1
4871,1
7776,1
12270,1
12847,1
10143,1
12862,1
14578,1
17586,1
12369,1
10529,1
11391,1
12254,3
1168,1
3113,1
13591,1
2620,1
12800,1
11775,1
16609,1
3444,2
17097,2
10815,1
509,1
4154,2
3907,1
7962,1
11465,1
8341,2
10155,1
7791,1
928,2
17003,2
11513,1
7316,6
2664,1
1891,1
1635,2
14349,1
7651,1
10246,2
17645,2
16610,1
9516,1
16544,1
17700,1
11678,1
16017,2
14744,1
6457,1
3595,2
10017,1
4976,1
10167,1
17208,1
12445,1
12205,1
927,2
4021,1
17804,1
7958,1
5494,2
6010,1
9719,4
5003,1
9387,2
7852,1
7085,1
12045,1
13718,1
